Year,Month,Month-number,Data_Item,Value,Units
2008,November,11,Retail broiler composite,179.3128816,Cents per retail pound
2008,December,12,Retail broiler composite,178.110772,Cents per retail pound
2009,January,1,Retail broiler composite,183.6631846,Cents per retail pound
2009,February,2,Retail broiler composite,180.160637,Cents per retail pound
2009,March,3,Retail broiler composite,171.5518214,Cents per retail pound
2009,April,4,Retail broiler composite,181.6935954,Cents per retail pound
2009,May,5,Retail broiler composite,185.6795232,Cents per retail pound
2009,June,6,Retail broiler composite,182.5495194,Cents per retail pound
2009,July,7,Retail broiler composite,174.8797508,Cents per retail pound
2009,August,8,Retail broiler composite,176.9175078,Cents per retail pound
2009,September,9,Retail broiler composite,176.0476656,Cents per retail pound
2009,October,10,Retail broiler composite,173.456788,Cents per retail pound
2009,November,11,Retail broiler composite,174.3157924,Cents per retail pound
2009,December,12,Retail broiler composite,174.6797494,Cents per retail pound
2010,January,1,Retail broiler composite,173.0778786,Cents per retail pound
2010,February,2,Retail broiler composite,173.0267814,Cents per retail pound
2010,March,3,Retail broiler composite,167.803967,Cents per retail pound
2010,April,4,Retail broiler composite,165.2834544,Cents per retail pound
2010,May,5,Retail broiler composite,175.4540298,Cents per retail pound
2010,June,6,Retail broiler composite,176.6493428,Cents per retail pound
2010,July,7,Retail broiler composite,178.5128844,Cents per retail pound
2010,August,8,Retail broiler composite,174.6585698,Cents per retail pound
2010,September,9,Retail broiler composite,178.5718902,Cents per retail pound
2010,October,10,Retail broiler composite,180.0262006,Cents per retail pound
2010,November,11,Retail broiler composite,181.761359,Cents per retail pound
2010,December,12,Retail broiler composite,178.5278312,Cents per retail pound
2011,January,1,Retail broiler composite,175.7709138,Cents per retail pound
2011,February,2,Retail broiler composite,177.5734544,Cents per retail pound
2011,March,3,Retail broiler composite,178.508172,Cents per retail pound
2011,April,4,Retail broiler composite,174.4091004,Cents per retail pound
2011,May,5,Retail broiler composite,170.066244,Cents per retail pound
2011,June,6,Retail broiler composite,175.520283,Cents per retail pound
2011,July,7,Retail broiler composite,174.0359222,Cents per retail pound
2011,August,8,Retail broiler composite,178.728915,Cents per retail pound
2011,September,9,Retail broiler composite,176.7019294,Cents per retail pound
2011,October,10,Retail broiler composite,180.7178794,Cents per retail pound
2011,November,11,Retail broiler composite,179.334259,Cents per retail pound
2011,December,12,Retail broiler composite,179.3153106,Cents per retail pound
2012,January,1,Retail broiler composite,185.4724593,Cents per retail pound
2012,February,2,Retail broiler composite,182.6701335,Cents per retail pound
2012,March,3,Retail broiler composite,190.4202123,Cents per retail pound
2012,April,4,Retail broiler composite,188.6649843,Cents per retail pound
2012,May,5,Retail broiler composite,186.8971469,Cents per retail pound
2012,June,6,Retail broiler composite,191.0218101,Cents per retail pound
2012,July,7,Retail broiler composite,192.0888975,Cents per retail pound
2012,August,8,Retail broiler composite,190.6150998,Cents per retail pound
2012,September,9,Retail broiler composite,185.5533733,Cents per retail pound
2012,October,10,Retail broiler composite,186.9651642,Cents per retail pound
2012,November,11,Retail broiler composite,193.4846907,Cents per retail pound
2012,December,12,Retail broiler composite,197.1478713,Cents per retail pound
2013,January,1,Retail broiler composite,193.9555434,Cents per retail pound
2013,February,2,Retail broiler composite,194.7858931,Cents per retail pound
2013,March,3,Retail broiler composite,189.995114,Cents per retail pound
2013,April,4,Retail broiler composite,191.2417231,Cents per retail pound
2013,May,5,Retail broiler composite,194.7087365,Cents per retail pound
2013,June,6,Retail broiler composite,199.1886668,Cents per retail pound
2013,July,7,Retail broiler composite,197.5867954,Cents per retail pound
2013,August,8,Retail broiler composite,200.2070271,Cents per retail pound
2013,September,9,Retail broiler composite,200.5492379,Cents per retail pound
2013,October,10,Retail broiler composite,203.0975284,Cents per retail pound
2013,November,11,Retail broiler composite,195.574911,Cents per retail pound
2013,December,12,Retail broiler composite,196.7072468,Cents per retail pound
2014,January,1,Retail broiler composite,193.8419284,Cents per retail pound
2014,February,2,Retail broiler composite,195.2940237,Cents per retail pound
2014,March,3,Retail broiler composite,194.7298074,Cents per retail pound
2014,April,4,Retail broiler composite,192.9078638,Cents per retail pound
2014,May,5,Retail broiler composite,194.6136693,Cents per retail pound
2014,June,6,Retail broiler composite,194.8577538,Cents per retail pound
2014,July,7,Retail broiler composite,195.5890742,Cents per retail pound
2014,August,8,Retail broiler composite,197.0446804,Cents per retail pound
2014,September,9,Retail broiler composite,197.1235079,Cents per retail pound
2014,October,10,Retail broiler composite,198.9868164,Cents per retail pound
2014,November,11,Retail broiler composite,200.7991339,Cents per retail pound
2014,December,12,Retail broiler composite,199.433798,Cents per retail pound
2015,January,1,Retail broiler composite,197.842342,Cents per retail pound
2015,February,2,Retail broiler composite,197.7962226,Cents per retail pound
2015,March,3,Retail broiler composite,198.7291368,Cents per retail pound
2015,April,4,Retail broiler composite,199.7333427,Cents per retail pound
2015,May,5,Retail broiler composite,193.183912,Cents per retail pound
2015,June,6,Retail broiler composite,198.6927645,Cents per retail pound
2015,July,7,Retail broiler composite,196.3344915,Cents per retail pound
2015,August,8,Retail broiler composite,196.0292478,Cents per retail pound
2015,September,9,Retail broiler composite,194.9982776,Cents per retail pound
2015,October,10,Retail broiler composite,196.5389516,Cents per retail pound
2015,November,11,Retail broiler composite,196.9855384,Cents per retail pound
2015,December,12,Retail broiler composite,193.1461663,Cents per retail pound
2016,January,1,Retail broiler composite,192.6604709,Cents per retail pound
2016,February,2,Retail broiler composite,187.4210609,Cents per retail pound
2016,March,3,Retail broiler composite,188.725939,Cents per retail pound
2016,April,4,Retail broiler composite,192.1310981,Cents per retail pound
2016,May,5,Retail broiler composite,189.8062278,Cents per retail pound
2016,June,6,Retail broiler composite,191.5474678,Cents per retail pound
2016,July,7,Retail broiler composite,189.9161014,Cents per retail pound
2016,August,8,Retail broiler composite,191.1338425,Cents per retail pound
2016,September,9,Retail broiler composite,190.8224049,Cents per retail pound
2016,October,10,Retail broiler composite,189.3090808,Cents per retail pound
2016,November,11,Retail broiler composite,189.4055129,Cents per retail pound
2016,December,12,Retail broiler composite,183.831394,Cents per retail pound
2017,January,1,Retail broiler composite,186.0664068,Cents per retail pound
2017,February,2,Retail broiler composite,187.1592649,Cents per retail pound
2017,March,3,Retail broiler composite,187.8179867,Cents per retail pound
2017,April,4,Retail broiler composite,188.652272,Cents per retail pound
2017,May,5,Retail broiler composite,187.6941824,Cents per retail pound
2017,June,6,Retail broiler composite,186.7843965,Cents per retail pound
2017,July,7,Retail broiler composite,186.3154695,Cents per retail pound
2017,August,8,Retail broiler composite,188.5643485,Cents per retail pound
2017,September,9,Retail broiler composite,187.4216003,Cents per retail pound
2017,October,10,Retail broiler composite,187.4288961,Cents per retail pound
2017,November,11,Retail broiler composite,187.1477956,Cents per retail pound
2017,December,12,Retail broiler composite,189.7268839,Cents per retail pound
2018,January,1,Retail broiler composite,181.7108609,Cents per retail pound
2018,February,2,Retail broiler composite,186.0510227,Cents per retail pound
2018,March,3,Retail broiler composite,186.7118704,Cents per retail pound
2018,April,4,Retail broiler composite,189.987831,Cents per retail pound
2018,May,5,Retail broiler composite,189.2286472,Cents per retail pound
2018,June,6,Retail broiler composite,188.4173198,Cents per retail pound
2018,July,7,Retail broiler composite,189.1953239,Cents per retail pound
2018,August,8,Retail broiler composite,188.406948,Cents per retail pound
2018,September,9,Retail broiler composite,186.4001592,Cents per retail pound
2018,October,10,Retail broiler composite,188.9145936,Cents per retail pound
2018,November,11,Retail broiler composite,185.3261532,Cents per retail pound
2018,December,12,Retail broiler composite,187.0775714,Cents per retail pound
2019,January,1,Retail broiler composite,185.1890569,Cents per retail pound
2019,February,2,Retail broiler composite,187.5621684,Cents per retail pound
2019,March,3,Retail broiler composite,185.4715138,Cents per retail pound
2019,April,4,Retail broiler composite,188.3931411,Cents per retail pound
2019,May,5,Retail broiler composite,188.4995778,Cents per retail pound
2019,June,6,Retail broiler composite,187.6138494,Cents per retail pound
2019,July,7,Retail broiler composite,187.320159,Cents per retail pound
2019,August,8,Retail broiler composite,186.459169,Cents per retail pound
2019,September,9,Retail broiler composite,186.1044762,Cents per retail pound
2019,October,10,Retail broiler composite,187.9290387,Cents per retail pound
2019,November,11,Retail broiler composite,189.5186293,Cents per retail pound
2019,December,12,Retail broiler composite,191.7700224,Cents per retail pound
2020,January,1,Retail broiler composite,187.030937,Cents per retail pound
2020,February,2,Retail broiler composite,188.2372623,Cents per retail pound
2020,March,3,Retail broiler composite,192.7906801,Cents per retail pound
2020,April,4,Retail broiler composite,203.092243,Cents per retail pound
2020,May,5,Retail broiler composite,204.4970482,Cents per retail pound
2020,June,6,Retail broiler composite,207.8826785,Cents per retail pound
2020,July,7,Retail broiler composite,203.2447495,Cents per retail pound
2020,August,8,Retail broiler composite,201.0470542,Cents per retail pound
2020,September,9,Retail broiler composite,200.1160562,Cents per retail pound
2020,October,10,Retail broiler composite,199.8533316,Cents per retail pound
2020,November,11,Retail broiler composite,201.6869425,Cents per retail pound
2020,December,12,Retail broiler composite,200.6935342,Cents per retail pound
2021,January,1,Retail broiler composite,202.846957,Cents per retail pound
2021,February,2,Retail broiler composite,199.012017,Cents per retail pound
2021,March,3,Retail broiler composite,200.6453879,Cents per retail pound
2021,April,4,Retail broiler composite,201.8746464,Cents per retail pound
2021,May,5,Retail broiler composite,204.1124161,Cents per retail pound
2021,June,6,Retail broiler composite,205.6426559,Cents per retail pound
2021,July,7,Retail broiler composite,208.1783258,Cents per retail pound
2021,August,8,Retail broiler composite,214.8683214,Cents per retail pound
2021,September,9,Retail broiler composite,216.1219218,Cents per retail pound
2021,October,10,Retail broiler composite,217.3604244,Cents per retail pound
2021,November,11,Retail broiler composite,221.0370337,Cents per retail pound
2021,December,12,Retail broiler composite,221.5509621,Cents per retail pound
2022,January,1,Retail broiler composite,221.6667261,Cents per retail pound
2022,February,2,Retail broiler composite,226.9524586,Cents per retail pound
2022,March,3,Retail broiler composite,231.6570301,Cents per retail pound
2022,April,4,Retail broiler composite,239.3037425,Cents per retail pound
2022,May,5,Retail broiler composite,242.1869019,Cents per retail pound
2022,June,6,Retail broiler composite,245.4417072,Cents per retail pound
2022,July,7,Retail broiler composite,245.3198821,Cents per retail pound
2022,August,8,Retail broiler composite,254.1669558,Cents per retail pound
2022,September,9,Retail broiler composite,254.1739333,Cents per retail pound
2022,October,10,Retail broiler composite,253.5198711,Cents per retail pound
2022,November,11,Retail broiler composite,252.1040749,Cents per retail pound
2022,December,12,Retail broiler composite,247.0271113,Cents per retail pound
2023,January,1,Retail broiler composite,242.33412,Cents per retail pound
2023,February,2,Retail broiler composite,241.6664624,Cents per retail pound
2023,March,3,Retail broiler composite,241.5461297,Cents per retail pound
2023,April,4,Retail broiler composite,246.1353337,Cents per retail pound
2023,May,5,Retail broiler composite,245.3861331,Cents per retail pound
2023,June,6,Retail broiler composite,250.3945359,Cents per retail pound
2023,July,7,Retail broiler composite,250.1493951,Cents per retail pound
2023,August,8,Retail broiler composite,252.587533,Cents per retail pound
2023,September,9,Retail broiler composite,246.1622841,Cents per retail pound
2023,October,10,Retail broiler composite,247.63957,Cents per retail pound
2023,November,11,Retail broiler composite,243.6919396,Cents per retail pound
2023,December,12,Retail broiler composite,244.2354469,Cents per retail pound
2024,January,1,Retail broiler composite,242.350564,Cents per retail pound
2024,February,2,Retail broiler composite,237.4149611,Cents per retail pound
2024,March,3,Retail broiler composite,243.2679575,Cents per retail pound
2024,April,4,Retail broiler composite,241.0766196,Cents per retail pound
2024,May,5,Retail broiler composite,243.9506728,Cents per retail pound
2024,June,6,Retail broiler composite,240.2534004,Cents per retail pound
2024,July,7,Retail broiler composite,241.1157495,Cents per retail pound
2024,August,8,Retail broiler composite,244.0617366,Cents per retail pound
2024,September,9,Retail broiler composite,246.7879268,Cents per retail pound
2024,October,10,Retail broiler composite,244.7891381,Cents per retail pound
2024,November,11,Retail broiler composite,242.3406034,Cents per retail pound
2024,December,12,Retail broiler composite,243.4255114,Cents per retail pound
1980,January,1,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1980,February,2,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1980,March,3,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1980,April,4,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1980,May,5,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1980,June,6,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1980,July,7,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1980,August,8,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1980,September,9,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1980,October,10,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1980,November,11,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1980,December,12,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1981,January,1,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1981,February,2,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1981,March,3,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1981,April,4,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1981,May,5,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1981,June,6,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1981,July,7,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1981,August,8,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1981,September,9,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1981,October,10,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1981,November,11,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1981,December,12,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1982,January,1,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1982,February,2,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1982,March,3,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1982,April,4,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1982,May,5,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1982,June,6,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1982,July,7,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1982,August,8,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1982,September,9,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1982,October,10,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1982,November,11,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1982,December,12,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1983,January,1,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1983,February,2,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1983,March,3,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1983,April,4,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1983,May,5,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1983,June,6,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1983,July,7,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1983,August,8,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1983,September,9,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1983,October,10,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1983,November,11,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1983,December,12,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1984,January,1,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1984,February,2,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1984,March,3,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1984,April,4,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1984,May,5,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1984,June,6,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1984,July,7,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1984,August,8,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1984,September,9,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1984,October,10,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1984,November,11,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1984,December,12,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1985,January,1,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1985,February,2,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1985,March,3,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1985,April,4,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1985,May,5,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1985,June,6,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1985,July,7,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1985,August,8,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1985,September,9,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1985,October,10,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1985,November,11,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1985,December,12,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1986,January,1,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1986,February,2,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1986,March,3,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1986,April,4,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1986,May,5,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1986,June,6,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1986,July,7,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1986,August,8,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1986,September,9,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1986,October,10,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1986,November,11,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1986,December,12,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1987,January,1,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1987,February,2,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1987,March,3,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1987,April,4,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1987,May,5,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1987,June,6,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1987,July,7,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1987,August,8,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1987,September,9,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1987,October,10,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1987,November,11,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1987,December,12,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1988,January,1,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1988,February,2,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1988,March,3,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1988,April,4,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1988,May,5,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1988,June,6,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1988,July,7,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1988,August,8,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1988,September,9,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1988,October,10,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1988,November,11,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1988,December,12,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1989,January,1,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1989,February,2,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1989,March,3,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1989,April,4,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1989,May,5,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1989,June,6,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1989,July,7,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1989,August,8,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1989,September,9,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1989,October,10,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1989,November,11,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1989,December,12,Retail-wholesale spread for broiler composite,NA,Cents per retail pound
1990,January,1,Retail-wholesale spread for broiler composite,80.5730278,Cents per retail pound
1990,February,2,Retail-wholesale spread for broiler composite,74.986444,Cents per retail pound
1990,March,3,Retail-wholesale spread for broiler composite,80.563028,Cents per retail pound
1990,April,4,Retail-wholesale spread for broiler composite,79.8522484,Cents per retail pound
1990,May,5,Retail-wholesale spread for broiler composite,81.3543296,Cents per retail pound
1990,June,6,Retail-wholesale spread for broiler composite,89.0374272,Cents per retail pound
1990,July,7,Retail-wholesale spread for broiler composite,83.010894,Cents per retail pound
1990,August,8,Retail-wholesale spread for broiler composite,85.1678242,Cents per retail pound
1990,September,9,Retail-wholesale spread for broiler composite,83.6434434,Cents per retail pound
1990,October,10,Retail-wholesale spread for broiler composite,88.6324144,Cents per retail pound
1990,November,11,Retail-wholesale spread for broiler composite,88.401864,Cents per retail pound
1990,December,12,Retail-wholesale spread for broiler composite,84.74048,Cents per retail pound
1991,January,1,Retail-wholesale spread for broiler composite,84.14192,Cents per retail pound
1991,February,2,Retail-wholesale spread for broiler composite,85.095024,Cents per retail pound
1991,March,3,Retail-wholesale spread for broiler composite,85.3191984,Cents per retail pound
1991,April,4,Retail-wholesale spread for broiler composite,80.605684,Cents per retail pound
1991,May,5,Retail-wholesale spread for broiler composite,83.8924772,Cents per retail pound
1991,June,6,Retail-wholesale spread for broiler composite,83.36,Cents per retail pound
1991,July,7,Retail-wholesale spread for broiler composite,86.22,Cents per retail pound
1991,August,8,Retail-wholesale spread for broiler composite,84.63,Cents per retail pound
1991,September,9,Retail-wholesale spread for broiler composite,84.45,Cents per retail pound
1991,October,10,Retail-wholesale spread for broiler composite,83.72,Cents per retail pound
1991,November,11,Retail-wholesale spread for broiler composite,87.43,Cents per retail pound
1991,December,12,Retail-wholesale spread for broiler composite,89.85,Cents per retail pound
1992,January,1,Retail-wholesale spread for broiler composite,88.66,Cents per retail pound
1992,February,2,Retail-wholesale spread for broiler composite,83.24,Cents per retail pound
1992,March,3,Retail-wholesale spread for broiler composite,77.55,Cents per retail pound
1992,April,4,Retail-wholesale spread for broiler composite,81.66,Cents per retail pound
1992,May,5,Retail-wholesale spread for broiler composite,76.62,Cents per retail pound
1992,June,6,Retail-wholesale spread for broiler composite,83.47,Cents per retail pound
1992,July,7,Retail-wholesale spread for broiler composite,81.57,Cents per retail pound
1992,August,8,Retail-wholesale spread for broiler composite,81.73,Cents per retail pound
1992,September,9,Retail-wholesale spread for broiler composite,82.06,Cents per retail pound
1992,October,10,Retail-wholesale spread for broiler composite,80.34,Cents per retail pound
1992,November,11,Retail-wholesale spread for broiler composite,83.24,Cents per retail pound
1992,December,12,Retail-wholesale spread for broiler composite,89.13,Cents per retail pound
1993,January,1,Retail-wholesale spread for broiler composite,82.72,Cents per retail pound
1993,February,2,Retail-wholesale spread for broiler composite,80.13,Cents per retail pound
1993,March,3,Retail-wholesale spread for broiler composite,83.07,Cents per retail pound
1993,April,4,Retail-wholesale spread for broiler composite,84.24,Cents per retail pound
1993,May,5,Retail-wholesale spread for broiler composite,80.5,Cents per retail pound
1993,June,6,Retail-wholesale spread for broiler composite,83.33,Cents per retail pound
1993,July,7,Retail-wholesale spread for broiler composite,83.06,Cents per retail pound
1993,August,8,Retail-wholesale spread for broiler composite,77.28,Cents per retail pound
1993,September,9,Retail-wholesale spread for broiler composite,78.47,Cents per retail pound
1993,October,10,Retail-wholesale spread for broiler composite,86.08,Cents per retail pound
1993,November,11,Retail-wholesale spread for broiler composite,86.17,Cents per retail pound
1993,December,12,Retail-wholesale spread for broiler composite,92.2,Cents per retail pound
1994,January,1,Retail-wholesale spread for broiler composite,87.82,Cents per retail pound
1994,February,2,Retail-wholesale spread for broiler composite,87.37,Cents per retail pound
1994,March,3,Retail-wholesale spread for broiler composite,82.67,Cents per retail pound
1994,April,4,Retail-wholesale spread for broiler composite,82.38,Cents per retail pound
1994,May,5,Retail-wholesale spread for broiler composite,80.66,Cents per retail pound
1994,June,6,Retail-wholesale spread for broiler composite,85.67,Cents per retail pound
1994,July,7,Retail-wholesale spread for broiler composite,83.78,Cents per retail pound
1994,August,8,Retail-wholesale spread for broiler composite,84.51,Cents per retail pound
1994,September,9,Retail-wholesale spread for broiler composite,84.88,Cents per retail pound
1994,October,10,Retail-wholesale spread for broiler composite,84.68,Cents per retail pound
1994,November,11,Retail-wholesale spread for broiler composite,85.74,Cents per retail pound
1994,December,12,Retail-wholesale spread for broiler composite,83,Cents per retail pound
1995,January,1,Retail-wholesale spread for broiler composite,82.01,Cents per retail pound
1995,February,2,Retail-wholesale spread for broiler composite,82.7,Cents per retail pound
1995,March,3,Retail-wholesale spread for broiler composite,86.72,Cents per retail pound
1995,April,4,Retail-wholesale spread for broiler composite,85.58,Cents per retail pound
1995,May,5,Retail-wholesale spread for broiler composite,82.95,Cents per retail pound
1995,June,6,Retail-wholesale spread for broiler composite,80.74,Cents per retail pound
1995,July,7,Retail-wholesale spread for broiler composite,75.79,Cents per retail pound
1995,August,8,Retail-wholesale spread for broiler composite,73.64,Cents per retail pound
1995,September,9,Retail-wholesale spread for broiler composite,80.26,Cents per retail pound
1995,October,10,Retail-wholesale spread for broiler composite,81.74,Cents per retail pound
1995,November,11,Retail-wholesale spread for broiler composite,85.51,Cents per retail pound
1995,December,12,Retail-wholesale spread for broiler composite,83.25,Cents per retail pound
1996,January,1,Retail-wholesale spread for broiler composite,83.27,Cents per retail pound
1996,February,2,Retail-wholesale spread for broiler composite,88.18,Cents per retail pound
1996,March,3,Retail-wholesale spread for broiler composite,85.26,Cents per retail pound
1996,April,4,Retail-wholesale spread for broiler composite,86.16,Cents per retail pound
1996,May,5,Retail-wholesale spread for broiler composite,78.08,Cents per retail pound
1996,June,6,Retail-wholesale spread for broiler composite,79.72,Cents per retail pound
1996,July,7,Retail-wholesale spread for broiler composite,80.17,Cents per retail pound
1996,August,8,Retail-wholesale spread for broiler composite,81.4,Cents per retail pound
1996,September,9,Retail-wholesale spread for broiler composite,88.2,Cents per retail pound
1996,October,10,Retail-wholesale spread for broiler composite,86.95,Cents per retail pound
1996,November,11,Retail-wholesale spread for broiler composite,84.33,Cents per retail pound
1996,December,12,Retail-wholesale spread for broiler composite,91.89,Cents per retail pound
1997,January,1,Retail-wholesale spread for broiler composite,88.56,Cents per retail pound
1997,February,2,Retail-wholesale spread for broiler composite,88.51,Cents per retail pound
1997,March,3,Retail-wholesale spread for broiler composite,86.67,Cents per retail pound
1997,April,4,Retail-wholesale spread for broiler composite,87.02,Cents per retail pound
1997,May,5,Retail-wholesale spread for broiler composite,91.02,Cents per retail pound
1997,June,6,Retail-wholesale spread for broiler composite,88.16,Cents per retail pound
1997,July,7,Retail-wholesale spread for broiler composite,84.18,Cents per retail pound
1997,August,8,Retail-wholesale spread for broiler composite,84.57,Cents per retail pound
1997,September,9,Retail-wholesale spread for broiler composite,93.04,Cents per retail pound
1997,October,10,Retail-wholesale spread for broiler composite,91.99,Cents per retail pound
1997,November,11,Retail-wholesale spread for broiler composite,95.27,Cents per retail pound
1997,December,12,Retail-wholesale spread for broiler composite,95.2,Cents per retail pound
1998,January,1,Retail-wholesale spread for broiler composite,97.26,Cents per retail pound
1998,February,2,Retail-wholesale spread for broiler composite,89.91,Cents per retail pound
